Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description
25113,:memo: Add the presentation link given on HuJS.,0.52727413,- Add view-painted event to WebContent. #6524,
25114,Merge pull request #57 from padopolis/master,0.48746008,fix: ability to fetch separators by id. #15299 ,
25115,less removal of whitespace,0.62258315,- Remove localStorage size limit.,
25116,brightray namespaced frameAutosaveName,0.58928347,"Fixed window frame glitch when calling setContentProtection. #31830 (Also in 13, 14, 16)",
25117,remember position and size of developer tools window,0.69224,- Fix devtools window's size being too small sometimes.,
25118,Merge pull request #423 from atom/hidpi-icon,0.569579,- Fix API breakage of 'atom-delegate' module.,
25119,Wait for crash reporter spec longer.,0.61040765,- Fix crash-reporter might block for a second when starting.,
25120,:memo: Add docs on image support in atom-shell.,0.58452654,- Add native-image module for low level image operations.,
25121,Fix compilation error.,0.7131475,Fixed compilation error for native modules building with VS 2015. #21960,
25122,Support high dpi icon as window icon.,0.7628111,- Add support for high resolution icon in tray and window.,
25123,Dicard uses of base::Value in native_window.,0.54178447,Refactored NativeWindow (Part 13): Add View and WebContentsView APIs. #12858 ,
25124,Use mate::Dictionary instead of base::DictionaryValue for options.,0.5034295,Added session.listWordsInSpellCheckerDictionary API to list custom words in the dictionary. #22128,
25125,Fix converting empty V8 dictionary.,0.60020196,Added session.removeWordFromSpellCheckerDictionary API to remove custom words in the dictionary. #22368,
25126,Add .gitignore.,0.58956575,- Add  tag,
25127,Strictly check for boolean type.,0.38286448,"[SECURITY] chore: bump libcc, handle type confusion in Promise.all (3-0-x). #15201 ",
25128,Mark Dictionary.Get as const.,0.51635015,The dictionarySuggestions property is now correctly populated when the built-in spellchecker is enabled. #21997,
25129,Enable creating empty Dictionary directly.,0.5691627,Added session.removeWordFromSpellCheckerDictionary API to remove custom words in the dictionary. #22368,
25130,Add converter for const char*.,0.5191821,"  their shifted character equivalents. For example, CommandOrControl+Shift+1",
25131,Add object() accessor for Dictionary.,0.6534951,Added session.listWordsInSpellCheckerDictionary API to list custom words in the dictionary. #22128,
25132,"Recognize the ""@2x"" suffix of icon's filename.",0.5142671,- Fix showing notification when icon is inside asar archive or the icon's URL is not file:// scheme.,
25133,mac: Convert from ImageSkia to NSImage to reserve DPI info.,0.5567406,Refactored NativeWindow (Part 12): Do not use custom content view on macOS. #12787,
25134,Merge pull request #420 from atom/process-main-module,0.626005,- Fix API breakage of 'atom-delegate' module.,
25135,Fix refreshing the spec window.,0.72879,- Fix tooltips cropped by the window.,
25136,The default_app should also set process.mainModule.,0.7067376,- Add process.defaultApp property. #5421,
25137,remote.require should use process.mainModule.require.,0.6681489,Fixed a remote module issue where errors thrown in the main process while,
25138,Set process.mainModule to user's app.,0.7308315,- Add process.defaultApp property. #5421,
25139,Add spec for checking process.mainModule.,0.67248785,Added support for debugging the main process using --inspect and,
25140,Merge pull request #418 from sprintr/master,0.50223356,fix: ability to fetch separators by id. #15299 ,
25141,Removed a typo,0.6144153,- Fix typo: isDestroy => isDestroyed.,
25142,Bump v0.13.2.,0.87826365,- Bump version number to 1.0.0.,
25143,Merge pull request #408 from FWeinb/patch-1,0.53754705,fix: ability to fetch separators by id. #15294 ,
25144,Merge pull request #409 from atom/ks-escape-accelerator,0.5316721,- Fix Delete not working as accelerator. #6168,
25145,Make escape to ui::VKEY_ESCAPE,0.47440952,"Fixed the handling of the escape key in dialogs created by window.confirm. The ""Cancel"" button is now triggered by the escape key, and the ""OK"" button is now triggered by the return key. #17578",
25146,Update example to wait for app.on('ready'),0.6880124,Added app.whenReady(). #12652,
25147,Merge pull request #407 from atom/detached-devtools,0.58471686,- Fix devtools extensions not showing up on first load. #6115,
25148,Update brightray to fix detached devtools.,0.67253965,- Fix devtools not able to minimize.,
25149,Merge pull request #56 from brightray/detached-devtools-quirks,0.57736224,Merged code in brightray into atom. #15240,
25150,Closing devtools window means it is not visible.,0.81376934,Fixed transparent windows losing transparency when devtools detaches. #11956,
25151,Do not disable detached devtools.,0.8649202,- Disable undocked devtools.,
25152,mac: Fix handling event from other windows.,0.6974378,Added BrowserWindow.will-move event support on macOS. #19641,
25153,Merge pull request #406 from atom/webview,0.6690094,fix: manually manage WebContents of webview when it is detached (3-0-x). #14488 ,
25154,:memo: Document the 'zoom-factor' option.,0.5411933,- Add content-tracing module.,
25155,:lipstick: Fix cpplint warnings.,0.564657,Fixed CSP warnings in the default app. #13437,
25156,Allow setting default zoom factor.,0.80384666,- Add zoom-factor option for BrowserWindow.,
25157,:memo: Document the web-view module.,0.6110759,- Add insertText and executeJavaScript methods to webFrame module.,
25158,Add zoom factor APIs alternative to zoom level.,0.8044555,- Add web-view module for setting zoom level.,
25159,Add web-view module.,0.8137914,- Add web-view module for setting zoom level.,
25160,Merge pull request #404 from atom/skip-taskbar,0.53585315,Removed the skip-taskbar feature on Linux. #35156 ,
25161,:memo: Document the setSkipTaskbar API.,0.74624,- Add app.setUserTasks API,
25162,win: Implement setSkipTaskbar.,0.7159866,- Add BrowserWindow.setSkipTaskbar API.,
25163,gtk: Add BrowserWindow.setSkipTaskbar API.,0.89508027,- Add BrowserWindow.setSkipTaskbar API.,
25164,webContents.executeJavaScript should run code after page is loaded.,0.84561384,- Fix WebContents.executeJavaScript(code) not working when called during a resource load after page is loaded.,
25165,"Do not assume trailing callback in dialog API, fixes #395.",0.70416194,Fixed accidental breaking API change in the deprecated dialog.* methods. #18724,
25166,Merge pull request #397 from RobberPhex/master,0.50837225,fix: ability to fetch separators by id. #15299 ,
25167,Bump v0.13.1.,0.8935398,- Bump version number to 1.0.0.,
25168,"Support INSERT in accelerator, fixes #398.",0.8106812,- Support INSERT in accelerator.,
25169,Add document for browser-window's icon,0.77828264,- Enable setting window icons when creating window.,
25170,"mac: Make sure web view is the first responder of window, fixes #382.",0.80597305,- Make web view is the first responder of window.,
25171,"win: Implement attached devtools, fixes #373.",0.79506755,- Fix support for DevTools Extensions. #5711,
25172,Merge pull request #55 from brightray/windows-attached-devtools,0.591957,Added affinity option for gathering several BrowserWindows into a single process. #11501,
25173,":memo: Fix the outdated menu example, closed #389.",0.6929593,- Fix disappearing menubar.,
25174,":memo: Remove the dead link, fixes #390.",0.5886282,"Added webFrameMain.origin. #35438 (Also in 19, 20, 21)",
25175,Add comments on the usage of attached devtools.,0.7106465,- Add devtools option to webPreferences. #7096,
25176,Enable undocked devtools.,0.93415296,- Disable undocked devtools.,
25177,Implement setting dock side.,0.57578593,- Fix drop-files not firing when dragging from the dock.,
25178,Handle focus correctly.,0.4856046,[#14453] fix: notify focus change right away rather not on next tick,
25179,Put devtools in split view.,0.7922381,- Enabled detached devtools.,
25180,ContainerView should manage itself.,0.5140139,Don't expose NavigationController as an internal module. #15920,
25181,Use views::View to represent web view.,0.71105015,- Make web view is the first responder of window.,
25182,Add 'third_party/skia/include/core' to include_dirs.,0.5271114,- Add desktopCapturer module.,
25183,"mac: Restore presentation options when leaving kiosk mode, fixes #272.",0.8372017,- Restore presentation options when leaving kiosk mode.,
25184,"""did-finish-load"" should only emit for main frame, fixes #385.",0.8497304,- Make did-finish-load only emit for main frame.,
25185,Bump v0.13.0.,0.89404213,- Bump version number to 1.0.0.,
25186,:lipstick: Fix clipboard on Linux.,0.74458474,- linux: Fix crash when using clipboard in renderer process.,
25187,"Provide API to access selection clipboard, fixes #377.",0.6494527,- Support selection clipboard in clipboard module.,
25188,"Return unicode string in clipboard.readText(), fixes atom/atom#2145.",0.70217407,"Fixed clipboard.readBuffer returning incorrect value. #24454 (Also in 8, 9, 10)",
25189,Merge pull request #379 from atom/32bit-linux,0.55068755,- Add Support for 32bit build on Linux.,
25190,Contain arch in distribution name.,0.47331014,Handled origin/X branch formats. 606ca98d,
25191,Upgrade libchromiumcontent to 765ec5dcf192845fed4aec0b117f1e53050911d6.,0.72805655,chore: bump libcc submodule to ebe1313308aa95c71f23b2725efd091b8ece05ff. #15946 ,
25192,Upgrade to latest brightray.,0.6752635,Upgrades,
25193,Update to latest libchromiumcontent.,0.6300595,Updates,
25194,Upgrade libchromiumcontent to 64b6768f1d24318bd35b538658dacd429c544377.,0.69011575,chore: bump libcc submodule to e271f9ba29ff73167bbc4a7e125657caccb32960. #14839 ,
25195,"win: Remove focus listener after window is closed, fixes #364.",0.69643855,- Fix BrowserWindow.focus() not moving focus to the window. #5888,
25196,Merge pull request #375 from atom/status-icon,0.5121174,"Fixed broken --trace-sync-io flag in Node.js. #24529 (Also in 8, 9, 10)",
25197,win: Fix context menu clicking in notify icon.,0.7702738,- Fix icon not working in dialog.showMessageBox(options).,
25198,Win: Implement context menu for tray icon.,0.83697164,Improved tray icon context menu and menu bar accessibility. #15302,
25199,win: Implement tray icon API.,0.773393,Added GUID parameter to Tray API to avoid system tray icon demotion on Windows. #21891,
25200,Add StatusTrayStateChangerWindow from chrome.,0.6714859,- Add BrowserWindow.setIgnoreMouseEvents API.,
25201,:memo: Mention platform limitations on Linux.,0.65898967,Linux:,
25202,gtk: Implement click event for status icon.,0.65686834,- Show icons in notifications.,
25203,:lipstick: Fix cpplint warning.,0.5418399,Fixed CSP warnings in the default app. #13437,
25204,:memo: Document the tray module.,0.7350956,- Add tray module.,
25205,"mac: Implement the ""click"" event of TrayIcon.",0.79094034,- Add right-clicked event to Tray.,
25206,"Add ""click"" event for TrayIcon.",0.90425754,- Add right-clicked event to Tray.,
25207,gtk: Add app indicator support as tray icon.,0.7540624,"- Set GUID for tray icons, preventing multiple items showing in notification area preferences.",
25208,gtk: Add TrayIcon implementation for GtkStatusIcon.,0.63384974,- Add Tray.displayBalloon API,
25209,Bind TrayIcon to JS.,0.65403354,- Add Tray.displayBalloon API,
25210,Add native_mate converters for ImageSkia.,0.68786055,- Add native-image module for low level image operations.,
25211,mac: Simple implementation of tray icon.,0.73395854,Tray.setHighlightMode() (macOS). #18981,
25212,Add dummy implementations for TrayIcon.,0.63776803,- Add tray module.,
25213,:memo: Menu.setApplicationMenu is not OS X only.,0.711941,"- Enable to set native ""Help"" menu in the application menu on OS X.",
25214,Merge pull request #363 from atom/application-locale,0.5766599,- Add downloadItem.getSavePath() API. #6629,
25215,Fix cpplint warning.,0.7247299,Fixed CSP warnings in the default app. #13437,
25216,Add spec for application locale.,0.8219764,- Provide application locale information.,
25217,Generate .pak for each locale.,0.5820428,- Add support for geolocation.,
25218,mac: Fix en-US locale.,0.67264044,Mac,
25219,mac: Create .lproj files for each locale.,0.61286616,Restore missing .lproj directories in macOS bundle. #15769,
25220,Initialize locale on mac.,0.67351747,Mac,
25221,Override application locale with system default locale.,0.6015177,- Fix detecting global application menu.,
25222,Bump v0.12.7.,0.8684946,- Bump version number to 1.0.0.,
25223,:memo: Fix some old docs.,0.5749535,- Move documentations to docs.,
25224,mac: Add APIs on setting icon in titlebar.,0.951596,- Add API to set icon in titlebar on OS X.,
25225,"Do not init Menu lazily, otherwise empty menus would be invalid.",0.69388294,- Fix disappearing menubar.,
