Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Class
3183,Valadoc-ed the SPIT and transitions interfaces and added a docs target in the Makefile to generate Valadoc for Shotwell's plugin API.,0.3368268,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3184,Hide a filechooser dialog on on_file_import because some wm keep it in front giving the sensation of a frozen program. This is due to the Modal flag of the new dialog displayed behind.,0.5411194,* Use Gtk.FileChooserNative throughout,,0
3185,Port to GTK+3: #3455,0.4860874,* Use Gtk.FileChooserNative throughout,,0
3186,"Uses new EXIF metadata fields, including mapping from ratings stars to percents. Closes #5451.",0.37865883,The list of issues closed by this release can be found here.,,0
3187,move slideshow button to be first in the toolbar,0.7395123,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,1
3188,Adds four additional core slideshow transitions. Closes #6347.,0.49458623,Add checkerboard behind semi-transparent photos in grid view,,0
3189,1485: Fixes it so current photo in full-window mode is always selected when returning to the Photos page.  Also,0.630082,Add Open In menu to the photo viewer,,0
3190,Updated appdata.xml to reflect the last MRs of Kirill (r3100 and r3101.,0.4192319,Redesigned app icon,,0
3191,Fixes an issue in which Glade resource files needed by the Piwigo publishing plugin weren't properly installed. Closes #3729.,0.40791127,The list of issues closed by this release can be found here.,,0
3192,"Fix of DnD bug, now on_motion attempts to stop DnD events in addition to on_left_click",0.3579652,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3193,Move Fullscreen action to GLib.Action (#380),0.49003568,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
3194,Make Paste Color Adjustments sensitive when copied: Closes #7406,0.39874357,Fix pasting in comment box,,0
3195,"add .tail file, modify Makefile to add About Photos desktop action",0.55439854,Add Open In menu to the photo viewer,,0
3196,2764: Publish button now works for videos.,0.4836325,Add Open In menu to the photo viewer,,0
3197,AppWindow: combine error and error_with_title (#411),0.38005066,Redesigned app icon,,0
3198,Constructors of abstract classes should not be public,0.08826831,New actions to copy image or metadata to clipboard,,0
3199,Refixed #3501 in the wake of a little git snafu.,0.4423409,* Fix building against latest gexiv2,,0
3200,Changed Makefile to support installing German and Italian translations; changed Makefile such that POT strings template file (shotwell.pot) is included in the distribution tarball.,0.42412293,* Updated translations,,0
3201,866: Updated to work with libgee 0.5.0.  Deprecated calls now replaced with new methods.,0.38714248,* Updated translations,,0
3202,"Simplifies the language of the ""Import from Another Application..."" menu option and changes its capitalization scheme to conform to GNOME guidelines. Closes #4761.",0.50985384,Redesigned app icon,,0
3203,"All PhotoTable rows are not stored in memory, to speed up startup.  Database verification is looser now, as all ",0.43624508,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3204,Merge from 0.4.1 branch.,0.27387142,* Updated translations,,0
3205,Fix Minor Code-style Conflicts (#688),0.3962464,Redesign a large number of dialogs,,0
3206,"3551 ""none"" search option",0.25640368,Make sure we show the right apps in the Open In menu,,0
3207,"1183: Now display ISO, exposure, and/or aperture when available, even if not all are available.",0.3819192,The list of issues closed by this release can be found here.,,0
3208,2489 text in copy files dialog,0.48564115,New actions to copy image or metadata to clipboard,,0
3209,GObject-construct PhotoCanvas (#686),0.50304055,Add checkerboard behind semi-transparent photos in grid view,,0
3210,Updated code style.,0.54343307,* Updated translations,,0
3211,Corrects a problem where ./configure would blithely accept bogus arguments; closes #6015.,0.3957463,The list of issues closed by this release can be found here.,,0
3212,1893: iPhoto titles/descriptions now supported.  Better metadata tag coverage for title/descriptions in,0.54524934,Show image titles in preview mode,,0
3213,"The commit Implements asynchronous publishing across all supported web services. It also closes the following tickets: #1135, #1138, #1139, #1316, #1347, #1370, #1477, #1149.",0.40231648,The list of issues closed by this release can be found here.,,0
3214,Port printing options to native GSettings (#214),0.4739208,* Use Gtk.FileChooserNative throughout,"This is technically not required for building Shotwell, but we want to move automated packaging builds now and in the future to newer versions.",0
3215,Fixes rotate crashing while in direct view.,0.472355,Add checkerboard behind semi-transparent photos in grid view,,0
3216,Forces the search bar to be visible whenever the star filter is changed from the menus; closes #5912.,0.4813017,Add Open In menu to the photo viewer,,0
3217,Removed NO_SVG in the Windows build since we've figured out how to get SVG working on Windows.,0.48652235,* Fix building against latest gexiv2,,0
3218,"2377: Further work to speed up startup.  Now only marking photos online/offline, no attempt to reimport or discover renames.  Huge speed increase in unlinking/relinking tags and events.",0.42735535,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3219,1684: This is a first commit toward support for importing RAW files from cameras.  The current test case (Canon,0.5049886,Avoid a crash when importing videos,,0
3220,Fixes significant user interface issues with single-photo zoom. Closes #1774.,0.5292643,Redesigned Photo Viewer icon,,0
3221,Post-release version number update.,0.5221695,The list of issues closed by this release can be found here.,,0
3222,"3280 #3281 ctrl-a crash in single photo mode, ctrl-shift-a added",0.51002556,Redesigned Photo Viewer icon,,0
3223,Kazahk translation didn't merge properly.,0.4984513,Translation updates,,0
3224,MediaPage: Remove unused sidebar button properties (#417),0.63039535,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
3225,Incrementing version number.,0.47778684,Translation updates,,0
3226,Release 2.6.5 (#541),0.63963336,Photos 2.6.1 is out!,,0
3227,Item is highlighted in the default file manager when such an option from the context menu is used.,0.55351925,Show saved state correctly in the context-menu,"*...if and only if the 'stale' image is not a user-supplied/camera-created one (to wit, the JPEG file of a RAW+JPEG pair).",0
3228,implements #1602 link rather than copy by default when importing ...at long last,0.44728905,Avoid a crash when importing videos,,0
3229,72: Duplicate photo implemented.,0.5294861,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3230,Closes #3731.,0.47704136,The list of issues closed by this release can be found here.,"Also moves some code around so regeneration for both stills and videos happens in the same spot, improving code navigability.",0
3231,Updated Italian and Portuguese translations in 0.8 branch.,0.6706878,* Updated translations,,0
3232,3625 search filter no longer persists between sessions,0.29153872,Fix a possible crash with invalid date and time info,,0
3233,2139 Markup escaping required in Properties Title: field,0.21610221,Show image titles in preview mode,,0
3234,FullScreenWindow.vala: Use Gtk.Revealer to hide/show toolbar (#236),0.50273764,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3235,Fixed alignment in Flickr PIN entry pane.  Closes #4788.,0.53978753,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3236,fix #1322404 basing on an old merge proposal,0.36979973,* Fix building against latest gexiv2,,0
3237,Updated shotwell.pot after real string freeze.,0.44367042,"Replace all instances of ""Shotwell"" with ""Photos""",,0
3238,"2169: added keyboard shortcuts for zooming to window, zooming 100%, and zooming 200%",0.52087003,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3239,Closes #1128 and #1129.,0.49341288,The list of issues closed by this release can be found here.,,0
3240,Corrects an issue where the timer in the publishing UI could get into an inconsistent state if the user tried to publish with no plugins enabled; closes #4929.,0.39027315,Fix a possible crash with invalid date and time info,Fixes #5992.,0
3241,Corrects an issue in which the name of a symbol in the FSpot importer shlib could collide with the name of a symbol inside the core; closes #5078.,0.36014032,* Updated translations,,0
3242,"Closes #4875 and #4874, fixes various UI annoyances with the straighten tool.",0.4614743,Redesigned Photo Viewer icon,,0
3243,"Tries to merge smaller events onto larger ones whenever possible, reducing the number of operations that have to be done to complete the merge; part of ref #979 (see comment 24).",0.46753368,Redesign a large number of dialogs,,0
3244,"Fix typo in ""Separated"" (lp:1378703)",0.31652123,Fix pasting in comment box,,0
3245,"Closes #4484, adds support for de-rotating points and makes redeye work correctly with straightened images.",0.46150166,Add checkerboard behind semi-transparent photos in grid view,,0
3246,Improves plug-in icons. Adds service-specific icons for publishing plugins and defines a generic plugin icon.,0.6164217,Redesigned app icon,,0
3247,"fixes three yes/no tickets: #1490, #1493, and #1494",0.3695458,The list of issues closed by this release can be found here.,,0
3248,Added translation using Weblate (Bengali (India)),0.6688112,Translation updates,,0
3249,make sure strings are translatable,0.64287674,Translation updates,,0
3250,Merge branch 'master' of yorba.org:/git/shotwell,0.34290385,* Use Gtk.FileChooserNative throughout,,0
3251,Partially fixed #2592 (menu flashing) and #4303 (sidebar flashing).  The flashing,0.54972196,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3252,update translation templates,0.7725048,Translation updates,,1
3253,"Updates makefile to reflect new languages, fixes incorrect header in Vietnamese translation.",0.628672,Translation updates,,0
3254,EditingHostPage: don't track tool windows (#607),0.45037985,Fix keyboard activation in tool windows,,0
3255,fixes #1428 use typographic right arrow in welcome dialog,0.51491535,Focus photos on startup when previewing to fix navigating with left and right arrow keys,,0
3256,Combine screensaver class into SlideshowPage.vala (#252),0.47155252,Show image titles in preview mode,,0
